,Date,Time,open,high,low,close,volume,ST_Buy,ST_Sell,ST_Buy52,ST_Sell52,ST73,ST102,ST113
0,18-01-2024,12:42,46014.0,46023.55,45907.0,46064.45,,,,,,,,
1,18-01-2024,12:54,45811.95,45840.5,45757.35,45764.35,,,,,,,,
2,18-01-2024,12:55,45770.05,45818.9,45770.05,45810.25,,,,,,,,
3,18-01-2024,12:56,45810.0,45823.55,45786.1,45786.1,,,,,,,,
4,18-01-2024,12:59,45786.9,45798.1,45677.5,45688.0,,,,,,,,
5,18-01-2024,13:03,45722.8,45726.95,45716.15,45720.8,,,,,,,,
6,18-01-2024,13:04,45718.65,45722.3,45704.1,45718.1,,,,,,,,
7,18-01-2024,13:05,45720.2,45781.9,45718.85,45774.7,,,,,,,,
8,18-01-2024,13:06,45769.65,45773.05,45726.7,45727.15,,,,,,,,
9,18-01-2024,13:09,45727.0,45763.5,45726.3,45732.65,,,,,,,,
10,18-01-2024,13:14,45737.55,45770.3,45698.7,45741.15,,,,,,,,
11,18-01-2024,13:19,45741.15,45769.55,45702.15,45747.25,,,,,,,,
12,18-01-2024,13:24,45747.25,45803.55,45742.15,45773.75,,,,,,,,
13,18-01-2024,13:29,45755.35,45767.25,45661.75,45678.3,,,,,,,,
14,18-01-2024,13:34,45678.85,45724.8,45661.6,45702.7,,,,,,,,
15,18-01-2024,13:39,45700.65,45730.05,45610.35,45656.25,,,,,,,,
16,18-01-2024,13:44,45656.25,45673.95,45616.85,45623.2,,,,,,,,
17,18-01-2024,13:49,45623.4,45658.4,45597.05,45620.15,,,,,,,,
18,18-01-2024,13:54,45624.5,45703.0,45592.4,45679.9,,,,,,,,
19,18-01-2024,13:59,45679.5,45714.3,45650.05,45653.85,,,,,,,,
20,18-01-2024,14:04,45657.85,45660.65,45609.05,45625.75,,,,,,,,
21,18-01-2024,14:09,45624.45,45639.0,45572.1,45590.05,,,,,,,,
22,18-01-2024,14:14,45594.25,45683.9,45571.25,45652.2,,,,,,,,
23,18-01-2024,14:19,45655.45,45673.15,45614.5,45620.55,,,,,,,,
24,18-01-2024,14:24,45626.7,45641.1,45595.25,45610.05,,,,,,,,
25,18-01-2024,14:29,45612.0,45616.9,45522.9,45544.85,,,,,,,,
26,18-01-2024,14:34,45547.9,45571.9,45507.05,45560.4,,,,,,,,
27,18-01-2024,14:39,45560.05,45657.75,45544.85,45627.8,,,,,,,,
28,18-01-2024,14:44,45630.3,45749.8,45600.5,45692.25,,,,,,,,
29,18-01-2024,14:49,45690.95,45693.25,45642.4,45677.85,,,,,,,,
30,18-01-2024,14:54,45679.6,45734.1,45672.9,45689.35,,,,,,,,
