,Date,Time,open,high,low,close,volume,ST_Buy,ST_Sell,ST_Buy52,ST_Sell52,ST73,ST102,ST113
0,23-01-2024,10:19,21703.35,21708.8,21699.95,21604.1,,,,,,,,
1,23-01-2024,10:24,21699.75,21699.75,21642.25,21643.0,,,,,,,,
2,23-01-2024,10:29,21638.95,21642.5,21625.0,21627.55,,,,,,,,
3,23-01-2024,10:34,21627.55,21647.85,21616.0,21634.9,,,,,,,,
4,23-01-2024,10:39,21630.45,21641.4,21593.0,21593.0,,,,,,,,
5,23-01-2024,10:44,21594.0,21597.75,21552.0,21555.0,,,,,,,,
6,23-01-2024,10:49,21555.0,21574.45,21535.15,21538.4,,,,,,,,
7,23-01-2024,10:54,21538.4,21572.15,21525.65,21570.85,,,,,,,,
8,23-01-2024,10:56,21570.85,21577.85,21555.0,21555.0,,,,,,,,
9,23-01-2024,10:57,21553.95,21564.8,21550.5,21560.2,,,,,,,,
10,23-01-2024,10:59,21560.2,21577.0,21555.1,21574.3,,,,,,,,
11,23-01-2024,11:09,21573.45,21579.8,21556.25,21565.65,,,,,,,,
12,23-01-2024,11:14,21565.0,21579.0,21555.45,21567.6,,,,,,,,
13,23-01-2024,11:19,21567.0,21572.0,21544.9,21545.1,,,,,,,,
14,23-01-2024,11:24,21549.4,21558.0,21539.05,21553.1,,,,,,,,
15,23-01-2024,11:29,21552.05,21565.0,21546.05,21556.9,,,,,,,,
16,23-01-2024,11:34,21556.85,21556.85,21505.25,21535.6,,,,,,,,
17,23-01-2024,11:39,21535.6,21540.15,21507.75,21508.5,,,,,,,,
18,23-01-2024,11:44,21509.05,21513.25,21473.3,21481.65,,,,,,,,
19,23-01-2024,11:49,21481.65,21487.7,21457.0,21472.0,,,,,,,,
20,23-01-2024,11:54,21471.25,21487.65,21447.65,21447.65,,,,,,,,
21,23-01-2024,11:56,21447.95,21470.0,21447.2,21457.25,,,,,,,,
22,23-01-2024,11:57,21457.3,21457.3,21447.0,21448.7,,,,,,,,
23,23-01-2024,11:59,21449.65,21455.0,21436.0,21443.0,,,,,,,,
24,23-01-2024,12:04,21445.25,21454.55,21396.6,21408.4,,,,,,,,
25,23-01-2024,12:09,21405.75,21415.0,21371.95,21384.5,,,,,,,,
26,23-01-2024,12:14,21383.9,21404.0,21381.45,21395.85,,,,,,,,
27,23-01-2024,12:19,21394.4,21438.0,21386.5,21396.25,,,,,,,,
28,23-01-2024,12:24,21393.55,21407.65,21389.4,21389.7,,,,,,,,
29,23-01-2024,12:29,21388.4,21404.65,21386.65,21402.8,,,,,,,,
30,23-01-2024,12:34,21402.8,21429.35,21400.85,21421.5,,,,,,,,
31,23-01-2024,12:39,21421.0,21433.45,21404.0,21406.85,,,,,,,,
32,23-01-2024,12:44,21406.85,21413.5,21400.0,21405.75,,,,,,,,
33,23-01-2024,12:49,21406.65,21409.85,21373.0,21406.9,,,,,,,,
34,23-01-2024,12:54,21406.9,21412.7,21390.0,21405.9,,,,,,,,
35,23-01-2024,12:56,21405.45,21405.45,21384.55,21390.2,,,,,,,,
36,23-01-2024,12:57,21390.2,21390.2,21378.0,21378.0,,,,,,,,
37,23-01-2024,12:59,21375.25,21377.15,21356.0,21367.2,,,,,,,,
38,23-01-2024,13:04,21364.15,21381.85,21359.0,21365.0,,,,,,,,
39,23-01-2024,13:09,21365.0,21376.85,21345.55,21345.85,,,,,,,,
40,23-01-2024,13:14,21345.2,21362.0,21332.05,21356.3,,,,,,,,
41,23-01-2024,13:19,21357.3,21370.0,21351.0,21363.8,,,,,,,,
42,23-01-2024,13:24,21368.05,21369.55,21345.0,21350.0,,,,,,,,
43,23-01-2024,13:29,21350.0,21358.45,21327.9,21352.7,,,,,,,,
44,23-01-2024,13:34,21353.5,21363.75,21344.0,21344.0,,,,,,,,
45,23-01-2024,13:39,21357.95,21360.85,21347.0,21348.3,,,,,,,,
46,23-01-2024,13:44,21348.65,21349.2,21335.2,21349.2,,,,,,,,
47,23-01-2024,13:49,21349.8,21365.0,21342.2,21361.6,,,,,,,,
48,23-01-2024,13:54,21361.45,21363.85,21310.15,21325.75,,,,,,,,
49,23-01-2024,13:56,21325.75,21326.75,21306.5,21308.0,,,,,,,,
50,23-01-2024,13:57,21309.0,21316.25,21308.05,21309.0,,,,,,,,
51,23-01-2024,13:59,21307.4,21314.75,21300.0,21310.1,,,,,,,,
52,23-01-2024,14:04,21310.1,21327.95,21298.1,21322.85,,,,,,,,
53,23-01-2024,14:09,21322.85,21333.0,21306.3,21310.6,,,,,,,,
54,23-01-2024,14:14,21312.3,21323.15,21302.0,21307.05,,,,,,,,
55,23-01-2024,14:19,21307.05,21309.25,21288.0,21296.0,,,,,,,,
56,23-01-2024,14:24,21294.55,21295.9,21251.45,21255.1,,,,,,,,
57,23-01-2024,14:29,21256.75,21258.2,21212.0,21221.5,,,,,,,,
58,23-01-2024,14:34,21221.5,21252.3,21214.4,21227.0,,,,,,,,
59,23-01-2024,14:39,21232.5,21232.5,21202.1,21213.05,,,,,,,,
60,23-01-2024,14:44,21213.05,21239.4,21199.7,21200.3,,,,,,,,
61,23-01-2024,14:49,21203.65,21237.85,21201.2,21229.0,,,,,,,,
62,23-01-2024,14:54,21233.85,21254.75,21217.75,21228.15,,,,,,,,
63,23-01-2024,14:56,21228.4,21229.7,21210.8,21215.75,,,,,,,,
64,23-01-2024,14:57,21212.45,21214.55,21197.0,21199.1,,,,,,,,
65,23-01-2024,14:59,21199.1,21206.75,21186.1,21196.1,,,,,,,,
66,23-01-2024,15:04,21196.75,21209.25,21154.05,21159.8,,,,,,,,
67,23-01-2024,15:09,21157.85,21215.15,21155.0,21205.1,,,,,,,,
68,23-01-2024,15:14,21205.65,21215.0,21188.2,21198.55,,,,,,,,
